ponto;potencial;pontox;pontoy;ordem;status
TM1757;M;211592,653;8630688,134;2124;Escavado 
TM1758;M;211615,298;8630686,918;2125;Escavado 
PLM150;M;211672,6539;8630639,926;2126;Escavado 
PLM151;M;211610,8808;8630634,652;2127;Escavado 
PLM152;M;211647,6601;8630585,103;2128;Escavado 
PLM153;M;211585,887;8630579,829;2129;Escavado 
PLM154;M;211622,6662;8630530,28;2130;Escavado 
PLM155;M;211560,8932;8630525,005;2131;Escavado 
TM1759;M;211455,6742;8630050,504;2132;Escavado 
TM1760;M;211386,3343;8630017,584;2133;Escavado 
TM1761;M;211495,4746;8630016,237;2134;Escavado 
TM1762;M;211425,5172;8629983,684;2135;Escavado 
TM1763;M;211534,7269;8629982,267;2136;Escavado 
TM1764;M;211464,7969;8629950,117;2137;Escavado 
ACM256;M;211394,4664;8629808,566;2138;Escavado 
ACM255;M;211354,9533;8629612,508;2139;Escavado 
TM1765;M;211372,1978;8629510,245;2140;Escavado 
TM1766;M;211282,6343;8629496,414;2141;Escavado 
TM1767;M;211387,7996;8629486,652;2142;Escavado 
TM1768;M;211320,5835;8629467,291;2143;Escavado 
TM1769;M;211403,4013;8629463,06;2144;Escavado 
TM1770;M;211358,1669;8629438,177;2145;Escavado 
TM1771;M;211280,7443;8629058,667;2146;Escavado 
TM1772;M;211234,9307;8629046,744;2147;Escavado 
TM1773;M;211189,0368;8629034,924;2148;Escavado 
TM1774;M;211334,3044;8629004,397;2149;Escavado 
TM1775;M;211286,6452;8628989,921;2150;Escavado 
TM1776;M;211239,0767;8628975,524;2151;Escavado 
ACB254;B;211240,7707;8628767,557;2152;Vistoriado 
TM1777;M;211186,2943;8628579,227;2153;Escavado 
TM1778;M;211137,0298;8628565,692;2154;Escavado 
TM1779;M;211087,7968;8628552,374;2155;Escavado 
TM1780;M;211230,7843;8628497,717;2156;Escavado 
TM1781;M;211183,536;8628485,244;2157;Escavado 
TM1782;M;211136,2668;8628472,684;2158;Escavado 
ACM253;M;211150,6948;8628329,617;2159;Escavado 
TM1783;M;211081,7343;8628068,507;2160;Escavado 
TM1784;M;211032,4319;8628055,224;2161;Escavado 
TM1785;M;210983,2267;8628041,654;2162;Escavado 
TM1786;M;211132,0444;8628003,867;2163;Escavado 
TM1787;M;211082,7365;8627990,36;2164;Escavado 
TM1788;M;211033,2768;8627976,894;2165;Escavado 
ACB252;B;211036,4836;8627761,445;2166;Vistoriado 
ACM251;M;211008,96;8627621,138;2167;Escavado 
TB1789;B;210928,5677;8627544,571;2168;Vistoriado 
TB1790;B;210971,694;8627444,707;2169;Vistoriado 
ACB250;B;210933,4481;8627260,924;2170;Vistoriado 
TB1791;B;210826,1317;8627040,991;2171;Vistoriado 
TM1792;M;210916,2644;8626956,277;2172;Escavado 
TM1793;M;210869,5376;8626943,928;2173;Escavado 
TM1794;M;210822,7568;8626931,704;2174;Escavado 
ACM249;M;210826,3576;8626736,883;2175;Escavado 
ACM248;M;210798,8736;8626612,758;2176;Escavado 
TM1795;M;210765,2543;8626517,287;2177;Escavado 
TM1796;M;210715,6176;8626504,462;2178;Escavado 
TM1797;M;210666,8068;8626490,464;2179;Escavado 
TM1798;M;210807,8743;8626415,467;2180;Escavado 
TM1799;M;210758,0637;8626400,233;2181;Escavado 
TM1800;M;210708,4568;8626384,394;2182;Escavado 
ACM247;M;210703,2002;8626145,636;2183;Escavado 
TA1801;A;210578,9343;8626051,564;2184;Escavado 
TA1802;A;210667,0044;8626034,337;2185;Escavado 
TA1803;A;210618,7353;8626020,558;2186;Escavado 
TA1804;A;210569,4567;8626007,924;2187;Não escavado - Superfície rochosa
TA1805;A;210658,5469;8625988,847;2188;Escavado 
TA1806;A;210619,9142;8625940,434;2189;Escavado 
TA1807;A;210705,9243;8625922,727;2190;Escavado 
TA1808;A;210658,4287;8625910,023;2191;Escavado 
TA1809;A;210610,5168;8625897,284;2192;Escavado 
TA1810;A;210697,6668;8625879,767;2193;Escavado 
ACA246;A;210620,416;8625734,221;2194;Escavado 
ACM245;M;210590,464;8625586,682;2195;Escavado 
TA1811;A;210464,8042;8625494,544;2196;Escavado 
TA1812;A;210553,5544;8625476,907;2197;Escavado 
TA1813;A;210504,6521;8625463,876;2198;Escavado 
TA1814;A;210456,5768;8625450,744;2199;Escavado 
TA1815;A;210543,3068;8625433,047;2200;Escavado 
TA1816;A;210507,2743;8625392,574;2201;Escavado 
TA1817;A;210595,8644;8625374,837;2202;Escavado 
TA1818;A;210547,0964;8625361,772;2203;Escavado 
TA1819;A;210498,9068;8625348,684;2204;Escavado 
TA1820;A;210586,0168;8625330,817;2205;Escavado 
ACA244;A;210513,5514;8625210,65;2206;Escavado 
ACA243;A;210493,2934;8625112,724;2207;Escavado 
TM1821;M;210453,4044;8624987,737;2208;Escavado 
TM1822;M;210403,6853;8624974,714;2209;Escavado 
TM1823;M;210354,3368;8624960,634;2210;Escavado 
TM1824;M;210492,7343;8624878,327;2211;Escavado 
TM1825;M;210444,6801;8624863,905;2212;Escavado 
TM1826;M;210396,9868;8624848,604;2213;Escavado 
ACM242;M;210407,5269;8624697,031;2214;Escavado 
TM1827;M;210341,2043;8624430,877;2215;Escavado 
TM1828;M;210292,0128;8624416,988;2216;Escavado 
TM1829;M;210242,7568;8624404,054;2217;Escavado 
TM1830;M;210287,4943;8624312,444;2218;Escavado 
TM1831;M;210327,3299;8624279,697;2219;Escavado 
TM1832;M;210365,9568;8624245,987;2220;Escavado 
ACM241;M;210273,5989;8624038,685;2221;Escavado 
TM1833;M;210240,8143;8623942,997;2222;Escavado 
TM1834;M;210192,2971;8623927;2223;Escavado 
TM1835;M;210143,5168;8623912,384;2224;Escavado 
TA1836;A;210202,5243;8623874,454;2225;Escavado 
TA1837;A;210283,5843;8623859,297;2226;Escavado 
TA1838;A;210239,5407;8623847,393;2227;Escavado 
TA1839;A;210194,9168;8623836,954;2228;Escavado 
TA1840;A;210275,3269;8623819,217;2229;Escavado 
ACA240;A;210131,8266;8623603,639;2230;Escavado 
ACM239;M;210095,052;8623423,573;2231;Escavado 
TM1841;M;210080,3142;8623299,924;2232;Não escavado - Superfície rochosa
TM1842;M;210121,2534;8623269,704;2233;Não escavado - Superfície rochosa
TM1843;M;210158,4168;8623238,877;2234;Não escavado - Superfície rochosa
TM1844;M;210093,0243;8623206,687;2235;Não escavado - Superfície rochosa
TM1845;M;210041,985;8623190,455;2236;Não escavado - Superfície rochosa
TM1846;M;209993,0068;8623174,504;2237;Não escavado - Superfície rochosa
TB1847;B;210031,6522;8622815,153;2238;Vistoriado 
TB1848;B;209951,4481;8622730,788;2239;Vistoriado 
ACB238;B;209914,2757;8622558,939;2240;Vistoriado 
TB1849;B;209940,036;8622378,692;2241;Vistoriado 
TM1850;M;209828,7442;8622376,074;2242;Escavado 
TM1851;M;209869,1409;8622342,579;2243;Escavado 
TM1852;M;209908,4269;8622308,117;2244;Escavado 
ACM237;M;209881,5355;8622105,976;2245;Escavado 
TM1853;M;209790,3643;8621875,874;2246;Escavado 
TM1854;M;209830,9477;8621844,78;2247;Escavado 
TM1855;M;209870,3069;8621812,817;2248;Escavado 
TM1856;M;209799,0343;8621776,997;2249;Escavado 
TM1857;M;209751,0819;8621761,433;2250;Escavado 
TM1858;M;209702,6768;8621747,534;2251;Escavado 
TB1859;B;209746,283;8621419,593;2252;Vistoriado 
TB1860;B;209674,9285;8621386,823;2253;Vistoriado 
ACB236;B;209688,7502;8621163,395;2254;Vistoriado 
TB1861;B;209643,5178;8620916,307;2255;Vistoriado 
TB1862;B;209572,0194;8620883,511;2256;Vistoriado 
ACB235;B;209517,1037;8620754,633;2257;Vistoriado 
ACM234;M;209484,5466;8620409,173;2258;Não escavado - Superfície rochosa
TM1863;M;209517,4876;8620212,341;2259;Não escavado - Superfície rochosa
TM1864;M;209412,0388;8620205,714;2260;Não escavado - Superfície rochosa
TM1865;M;209493,8956;8620196,74;2261;Não escavado - Superfície rochosa
TM1866;M;209427,6406;8620182,122;2262;Não escavado - Superfície rochosa
TM1867;M;209470,3035;8620181,138;2263;Não escavado - Superfície rochosa
TM1868;M;209443,2423;8620158,53;2264;Não escavado - Superfície rochosa
PLM156;M;209293,3097;8619492,694;2265;Não escavado - Superfície rochosa
PLM157;M;209349,7674;8619467,077;2266;Não escavado - Superfície rochosa
PLM158;M;209299,331;8619432,312;2267;Não escavado - Superfície rochosa
PLM159;M;209355,7887;8619406,695;2268;Não escavado - Superfície rochosa
PLM160;M;209305,3523;8619371,93;2269;Não escavado - Superfície rochosa
TM1869;M;209240,9603;8619355,136;2270;Escavado 
PLM161;M;209361,81;8619346,313;2271;Não escavado - Superfície rochosa
TM1870;M;209253,9205;8619329,995;2272;Não escavado - Superfície rochosa
TM1871;M;209338,4639;8619323,966;2273;Não escavado - Superfície rochosa
TM1872;M;209313,3236;8619311,005;2274;Não escavado - Superfície rochosa
TM1873;M;209266,8807;8619304,855;2275;Não escavado - Superfície rochosa
TM1874;M;209288,1833;8619298,045;2276;Não escavado - Superfície rochosa
PLM162;M;209212,6684;8619269,403;2277;Escavado 
PLM163;M;209271,6631;8619256,853;2278;Não escavado - Superfície rochosa
PLM164;M;209231,5254;8619211,726;2279;Escavado 
PLM165;M;209290,5202;8619199,176;2280;Escavado 
PLM166;M;209250,3825;8619154,049;2281;Não escavado - Superfície rochosa
PLM167;M;209309,3773;8619141,499;2282;Não escavado - Superfície rochosa
TB1875;B;209066,8356;8618908,483;2283;Vistoriado 
TB1876;B;209098,2946;8618826,535;2284;Vistoriado 
TB1877;B;208805,9836;8618320,772;2285;Vistoriado 
TB1878;B;208806,2055;8618168,442;2286;Vistoriado 
TB1879;B;208661,6522;8617986,267;2287;Vistoriado 
ACM233;M;208611,7965;8617872,074;2288;Escavado 
ACA232;A;208611,1839;8617735,222;2289;Escavado 
TA1880;A;208533,5033;8617664,739;2290;Escavado 
TA1881;A;208617,217;8617628,808;2291;Escavado 
TA1882;A;208565,4292;8617623,674;2292;Escavado 
TA1883;A;208514,1141;8617619,353;2293;Escavado 
TA1884;A;208595,5979;8617582,062;2294;Escavado 
ACA231;A;208491,4022;8617465,124;2295;Escavado 
TA1885;A;208348,7332;8617401,129;2296;Escavado 
TA1886;A;208432,497;8617365,288;2297;Escavado 
TA1887;A;208380,7468;8617359,832;2298;Escavado 
TA1888;A;208329,0841;8617355,733;2299;Escavado 
TA1889;A;208411,1679;8617317,712;2300;Escavado 
TA1890;A;208314,0532;8617172,969;2301;Escavado 
TA1891;A;208398,5671;8617135,778;2302;Escavado 
TA1892;A;208346,2007;8617131,545;2303;Escavado 
TA1893;A;208294,8841;8617126,823;2304;Escavado 
TA1894;A;208376,868;8617090,282;2305;Escavado 
ACM230;M;208282,3392;8616987,831;2306;Não escavado - Superfície rochosa
TA1895;A;208113,3832;8616871,119;2307;Escavado 
TA1896;A;208196,087;8616834,808;2308;Escavado 
TA1897;A;208144,8331;8616830,452;2309;Escavado 
TA1898;A;208094,4942;8616825,823;2310;Escavado 
TA1899;A;208174,828;8616789,832;2311;Escavado 
TM1900;M;208182,727;8616650,998;2312;Escavado 
TM1901;M;208132,0334;8616648,838;2313;Escavado 
TM1902;M;208082,3441;8616646,293;2314;Escavado 
ACM229;M;208077,2421;8616535,949;2315;Escavado 
ACM228;M;207997,0992;8616352,71;2316;Não escavado - Superfície rochosa
TM1903;M;207914,1632;8616276,149;2317;Escavado 
TM1904;M;207831,8932;8616253,169;2318;Escavado 
TM1905;M;207945,924;8616237,494;2319;Escavado 
TM1906;M;207862,1788;8616207,929;2320;Escavado 
TM1907;M;207976,0879;8616201,882;2321;Escavado 
TM1908;M;207896,378;8616167,172;2322;Escavado 
ACB227;B;207857,3851;8616037,033;2323;Vistoriado 
TM1909;M;207776,6732;8615966,239;2324;Escavado 
TM1910;M;207688,6932;8615926,229;2325;Escavado 
TM1911;M;207809,0337;8615924,874;2326;Escavado 
TM1912;M;207843,058;8615884,212;2327;Escavado 
TM1913;M;207721,601;8615884,033;2328;Escavado 
TM1914;M;207755,1979;8615843,992;2329;Escavado 
ACB226;B;207574,5472;8615514,997;2330;Vistoriado 
TB1915;B;207568,5985;8615381,568;2331;Vistoriado 
TB1916;B;207495,1964;8615368,311;2332;Vistoriado 
PLM168;M;207461,4187;8615283,604;2333;Escavado 
PLM169;M;207360,1204;8615269,701;2334;Escavado 
PLM170;M;207445,6836;8615251,163;2335;Escavado 
PLM171;M;207384,0138;8615242,699;2336;Escavado 
PLM172;M;207429,9485;8615218,722;2337;Escavado 
PLM173;M;207407,9073;8615215,697;2338;Escavado 
TM1917;M;207380,1923;8615169,297;2339;Escavado 
TM1918;M;207483,6191;8615154,652;2340;Escavado 
TM1919;M;207397,1906;8615146,69;2341;Escavado 
TM1920;M;207461,0126;8615137,654;2342;Escavado 
TM1921;M;207414,1889;8615124,084;2343;Escavado 
TM1922;M;207438,406;8615120,655;2344;Escavado 
PLM174;M;207350,3779;8615090,516;2345;Escavado 
PLM175;M;207449,2727;8615061,901;2346;Escavado 
PLM176;M;207356,4885;8615054,982;2347;Escavado 
PLM177;M;207418,8224;8615042,593;2348;Escavado 
PLM178;M;207388,3721;8615023,286;2349;Escavado 
PLM179;M;207362,5992;8615019,448;2350;Escavado 
TM1923;M;207472,776;8614896,795;2351;Escavado 
TM1924;M;207433,8187;8614869,364;2352;Escavado 
TM1925;M;207538,986;8614858,635;2353;Escavado 
TM1926;M;207395,2851;8614840,506;2354;Escavado 
TM1927;M;207501,0096;8614832,569;2355;Escavado 
TM1928;M;207463,4851;8614804,656;2356;Escavado 
ACM225;M;207527,4034;8614616,495;2357;Escavado 
ACM224;M;207551,9224;8614418,01;2358;Escavado 
TM1929;M;207554,3706;8614148,469;2359;Escavado 
TM1930;M;207537,2756;8614125,936;2360;Escavado 
TM1931;M;207641,6159;8614115,205;2361;Escavado 
TM1932;M;207520,1805;8614103,402;2362;Não escavado - Superfície rochosa
TM1933;M;207601,2139;8614089,383;2363;Escavado 
TM1934;M;207564,8751;8614059,796;2364;Escavado 
ACM223;M;207634,4453;8613857,191;2365;Escavado 
TM1935;M;207637,836;8613712,155;2366;Escavado 
TM1936;M;207601,4331;8613685,932;2367;Escavado 
TM1937;M;207711,846;8613664,955;2368;Escavado 
TM1938;M;207562,8551;8613662,936;2369;Escavado 
TM1939;M;207670,6383;8613634,26;2370;Escavado 
TM1940;M;207627,2451;8613606,466;2371;Escavado 
TM1941;M;207677,186;8613410,185;2372;Escavado 
TM1942;M;207640,9995;8613384,441;2373;Escavado 
TM1943;M;207601,6252;8613360,416;2374;Escavado 
TM1944;M;207688,2911;8613134,809;2375;Escavado 
TM1945;M;207734,1305;8613113,474;2376;Escavado 
TM1946;M;207783,19;8613098,102;2377;Escavado 
TM1947;M;207734,486;8612987,355;2378;Escavado 
TM1948;M;207693,3095;8612958,262;2379;Escavado 
TM1949;M;207651,7252;8612924,986;2380;Escavado 
TM1950;M;207851,1997;8612441,574;2381;Não escavado - Superfície rochosa
TM1951;M;207834,1046;8612419,041;2382;Não escavado - Superfície rochosa
TM1952;M;207817,0096;8612396,507;2383;Não escavado - Superfície rochosa
TM1953;M;207879,9405;8612198,022;2384;Escavado 
TM1954;M;207867,9516;8612172,405;2385;Escavado 
TM1955;M;207782,7179;8612162,788;2386;Escavado 
TM1956;M;207808,3356;8612150,8;2387;Escavado 
TM1957;M;207855,9627;8612146,787;2388;Escavado 
TM1958;M;207833,9533;8612138,811;2389;Escavado 
ACM222;M;207936,0998;8611950,399;2390;Escavado 
TB1959;B;207992,4399;8611851,491;2391;Vistoriado 
TB1960;B;208091,9522;8611809,817;2392;Vistoriado 
ACB221;B;208160,4938;8611652,087;2393;Vistoriado 
TB1961;B;208235,5933;8611464,901;2394;Vistoriado 
TB1962;B;208356,3964;8611387,859;2395;Vistoriado 
TB1963;B;208549,906;8610960,682;2396;Vistoriado 
TB1964;B;208645,7352;8610923,862;2397;Vistoriado 
ACB220;B;208709,5692;8610826,989;2398;Vistoriado 
TM1965;M;208828,5592;8610602,637;2399;Escavado 
ACB219;B;208598,061;8610579,627;2400;Vistoriado 
TM1966;M;208800,865;8610559,515;2401;Escavado 
TM1967;M;208932,7146;8610551,27;2402;Escavado 
TM1968;M;208882,3214;8610546,68;2403;Escavado 
TM1969;M;208832,1565;8610545,111;2404;Escavado 
TM1970;M;208775,5919;8610515,114;2405;Escavado 
TM1971;M;209225,4492;8610087,847;2406;Escavado 
TB1972;B;209100,1833;8610080,974;2407;Vistoriado 
ACM218;M;208754,7561;8610060,513;2408;Escavado 
TM1973;M;209196,639;8610043,428;2409;Não escavado - Superfície rochosa
TM1974;M;209171,6119;8609998,134;2410;Escavado 
TM1975;M;209350,8792;8609767,437;2411;Escavado 
TM1976;M;209438,5992;8609744,757;2412;Não escavado - Superfície rochosa
TM1977;M;209323,3665;8609724,248;2413;Escavado 
TM1978;M;209412,7799;8609701,505;2414;Escavado 
TM1979;M;209297,782;8609679,584;2415;Escavado 
TM1980;M;209385,5519;8609657,034;2416;Não escavado - Superfície rochosa
TM1981;M;209620,3992;8609337,047;2417;Escavado 
TM1982;M;209594,4735;8609294,412;2418;Escavado 
TM1983;M;209568,0519;8609251,074;2419;Escavado 
TB1984;B;209706,9584;8609233,81;2420;Vistoriado 
ACB217;B;209749,3841;8609073,282;2421;Vistoriado 
TB1985;B;209819,1696;8608936,56;2422;Vistoriado 
TB1986;B;210017,0773;8608733,269;2423;Vistoriado 
TB1987;B;210154,5526;8608396,735;2424;Vistoriado 
TB1988;B;210239,6416;8608376,646;2425;Vistoriado 
PLB180;B;210443,824;8608187,413;2426;Vistoriado 
PLB181;B;210378,78;8608164,009;2427;Vistoriado 
TB1989;B;210431,1036;8608074,872;2428;Vistoriado 
TB1990;B;210367,0646;8608060,336;2429;Vistoriado 
PLB182;B;210488,8309;8607982,578;2430;Vistoriado 
PLB183;B;210418,5984;8607977,949;2431;Vistoriado 
ACB216;B;210352,6632;8607868,891;2432;Vistoriado 
TB1991;B;210366,9664;8607526,441;2433;Vistoriado 
TB1992;B;210289,8296;8607377,168;2434;Vistoriado 
TB1993;B;210319,9679;8607123,39;2435;Vistoriado 
ACM215;M;210334,983;8606917,671;2436;Não escavado - Superfície rochosa
ACM214;M;210286,0291;8606803,593;2437;Escavado 
TM1994;M;210198,0609;8606743,466;2438;Não escavado - Superfície rochosa
TM1995;M;210215,6876;8606721,346;2439;Não escavado - Superfície rochosa
TM1996;M;210233,3142;8606699,225;2440;Não escavado - Superfície rochosa
TB1997;B;210263,3647;8606583,156;2441;Vistoriado 
TM1998;M;210212,0654;8606310,101;2442;Escavado 
TM1999;M;210163,5182;8606291,568;2443;Não escavado - Superfície rochosa
TM2000;M;210115,2656;8606269,19;2444;Não escavado - Superfície rochosa
TM2001;M;210267,4455;8606248,471;2445;Não escavado - Superfície rochosa
TM2002;M;210218,7752;8606230,15;2446;Não escavado - Superfície rochosa
TM2003;M;210170,1356;8606208,07;2447;Não escavado - Superfície rochosa
TA2004;A;210053,664;8605675,704;2448;Não escavado - Superfície rochosa
TA2005;A;210139,8655;8605665,701;2449;Não escavado - Superfície rochosa
TA2006;A;210094,1298;8605647,958;2450;Escavado 
TA2007;A;210049,8957;8605629,55;2451;Não escavado - Superfície rochosa
TA2008;A;210133,3272;8605620,337;2452;Escavado 
TM2009;M;210190,7454;8605561,801;2453;Escavado 
TM2010;M;210145,0035;8605543,587;2454;Escavado 
TM2011;M;210100,1057;8605525,19;2455;Não escavado - Superfície rochosa
TM2012;M;210073,8254;8605073,191;2456;Não escavado - Superfície rochosa
TM2013;M;210028,7043;8605054,471;2457;Não escavado - Superfície rochosa
TM2014;M;209983,9857;8605037,14;2458;Não escavado - Superfície rochosa
TM2015;M;210129,6755;8604992,211;2459;Não escavado - Superfície rochosa
TM2016;M;210082,1003;8604974,39;2460;Não escavado - Superfície rochosa
TM2017;M;210035,4957;8604957,64;2461;Não escavado - Superfície rochosa
ACM213;M;210049,9314;8604690,327;2462;Escavado 
TM2018;M;210022,2655;8604593,521;2463;Não escavado - Superfície rochosa
TM2019;M;209974,1158;8604575,417;2464;Escavado 
TM2020;M;209926,5357;8604558,07;2465;Escavado 
TM2021;M;210075,4355;8604513,211;2466;Escavado 
TM2022;M;210027,2127;8604495,137;2467;Escavado 
TM2023;M;209979,5056;8604477,64;2468;Escavado 
ACM212;M;209999,0691;8604279,996;2469;Escavado 
TA2024;A;209873,174;8604098,284;2470;Escavado 
TA2025;A;209964,5055;8604088,341;2471;Escavado 
TA2026;A;209916,5186;8604070,731;2472;Escavado 
TA2027;A;209869,4756;8604053,29;2473;Escavado 
TA2028;A;209958,2371;8604042,667;2474;Escavado 
TA2029;A;209925,074;8603997,504;2475;Não escavado - Superfície rochosa
TA2030;A;210014,6055;8603987,781;2476;Escavado 
TA2031;A;209967,4038;8603968,347;2477;Escavado 
TA2032;A;209920,4157;8603949,4;2478;Escavado 
TA2033;A;210008,7672;8603938,597;2479;Escavado 
TM2034;M;209900,7947;8603757,961;2480;Escavado 
TM2035;M;209878,6746;8603740,334;2481;Escavado 
TM2036;M;209856,5544;8603722,708;2482;Escavado 
TM2037;M;209970,6855;8603656,381;2483;Escavado 
TM2038;M;209922,2849;8603640,157;2484;Escavado 
TM2039;M;209874,1456;8603616,48;2485;Escavado 
ACB211;B;209908,8875;8603471,392;2486;Vistoriado 
TM2040;M;209771,3839;8603207,904;2487;Escavado 
TM2041;M;209812,7888;8603178,884;2488;Escavado 
TM2042;M;209856,6772;8603152,067;2489;Escavado 
TM2043;M;209900,9755;8603033,251;2490;Escavado 
TM2044;M;209856,9832;8603019,17;2491;Escavado 
TM2045;M;209813,7257;8603002,64;2492;Escavado 
TM2046;M;209805,6654;8602704,661;2493;Escavado 
TM2047;M;209759,7828;8602685,539;2494;Escavado 
TM2048;M;209712,7756;8602667,11;2495;Escavado 
TM2049;M;209856,5454;8602626,781;2496;Escavado 
TM2050;M;209812,5823;8602611,448;2497;Escavado 
TM2051;M;209768,1256;8602595,49;2498;Escavado 
ACM210;M;209791,65;8602424,463;2499;Escavado 
TM2052;M;209740,3054;8602154,261;2500;Escavado 
TM2053;M;209695,6841;8602140,05;2501;Escavado 
TM2054;M;209652,8357;8602123,52;2502;Escavado 
TM2055;M;209786,2855;8601978,151;2503;Escavado 
TM2056;M;209738,1161;8601959,115;2504;Escavado 
TM2057;M;209690,7956;8601938,16;2505;Não escavado - Superfície rochosa
TA2058;A;209604,584;8601707,064;2506;Não escavado - Superfície rochosa
TA2059;A;209688,5655;8601695,281;2507;Escavado 
TA2060;A;209644,1579;8601681,445;2508;Escavado 
TA2061;A;209602,4557;8601665,31;2509;Escavado 
TA2062;A;209683,2772;8601657,287;2510;Escavado 
TA2063;A;209644,924;8601496,244;2511;Escavado 
TA2064;A;209732,4255;8601489,331;2512;Escavado 
TA2065;A;209685,8165;8601467,864;2513;Escavado 
TA2066;A;209636,4056;8601448,97;2514;Escavado 
TA2067;A;209727,3272;8601437,867;2515;Escavado 
TM2068;M;209658,4955;8601392,741;2516;Escavado 
TM2069;M;209612,1745;8601374,92;2517;Não escavado - Superfície rochosa
TM2070;M;209564,5256;8601358,29;2518;Escavado 
TM2071;M;209594,2109;8600850,272;2519;Escavado 
TM2072;M;209611,8376;8600828,151;2520;Escavado 
TM2073;M;209629,4643;8600806,031;2521;Escavado 
TM2074;M;209557,4907;8600721,306;2522;Não escavado - Superfície rochosa
TM2075;M;209535,3706;8600703,68;2523;Não escavado - Superfície rochosa
TM2076;M;209513,2504;8600686,053;2524;Não escavado - Superfície rochosa
TA2077;A;209514,7739;8600346,654;2525;Escavado 
TA2078;A;209595,1155;8600334,951;2526;Não escavado - Superfície rochosa
TA2079;A;209553,4177;8600321,481;2527;Escavado 
TA2080;A;209512,2957;8600306,85;2528;Escavado 
TA2081;A;209593,0072;8600297,307;2529;Escavado 
TA2082;A;209439,694;8600238,454;2530;Escavado 
TA2083;A;209526,8154;8600230,001;2531;Escavado 
TA2084;A;209481,497;8600213,254;2532;Escavado 
TA2085;A;209436,6957;8600197,75;2533;Escavado 
TA2086;A;209520,6771;8600186,587;2534;Escavado 
TA2087;A;209470,994;8599925,664;2535;Escavado 
TA2088;A;209549,8354;8599918,531;2536;Escavado 
TA2089;A;209508,685;8599901,829;2537;Escavado 
TA2090;A;209402,874;8599887,284;2538;Escavado 
TA2091;A;209466,5157;8599887,02;2539;Escavado 
TA2092;A;209484,9655;8599879,851;2540;Escavado 
TA2093;A;209545,1372;8599876,387;2541;Escavado 
TA2094;A;209442,4448;8599863,379;2542;Escavado 
TA2095;A;209397,8557;8599849,31;2543;Escavado 
TA2096;A;209481,3772;8599837,687;2544;Não escavado - Superfície rochosa
ACA209;A;209397,4382;8599482,896;2545;Escavado 
ACA208;A;209448,8585;8599373,776;2546;Não escavado - Superfície rochosa
TA2097;A;209324,464;8599206,804;2547;Não escavado - Superfície rochosa
TA2098;A;209406,1755;8599197,091;2548;Não escavado - Superfície rochosa
TA2099;A;209362,3353;8599181,337;2549;Não escavado - Superfície rochosa
TA2100;A;209320,6257;8599164,02;2550;Não escavado - Superfície rochosa
TA2101;A;209399,3372;8599156,727;2551;Não escavado - Superfície rochosa
TA2102;A;209374,544;8599154,744;2552;Não escavado - Superfície rochosa
TA2103;A;209467,0255;8599142,241;2553;Escavado 
TA2104;A;209417,3635;8599123,3;2554;Não escavado - Superfície rochosa
TA2105;A;209370,6456;8599101,64;2555;Não escavado - Superfície rochosa
TA2106;A;209459,4971;8599093,547;2556;Não escavado - Superfície rochosa
ACA207;A;209341,4449;8598991,553;2557;Escavado 
ACM206;M;209391,9578;8598878,431;2558;Não escavado - Superfície rochosa
TM2107;M;209358,4555;8598748,861;2559;Escavado 
TM2108;M;209309,9274;8598730,866;2560;Escavado 
TM2109;M;209263,3756;8598709,9;2561;Não escavado - Superfície rochosa
TM2110;M;209409,3355;8598685,851;2562;Não escavado - Superfície rochosa
TM2111;M;209365,9715;8598672,058;2563;Não escavado - Superfície rochosa
TM2112;M;209323,6557;8598656,13;2564;Não escavado - Superfície rochosa
PLA184;A;209264,1321;8598482,486;2565;Escavado 
PLA185;A;209303,8789;8598477,992;2566;Escavado 
PLA186;A;209325,7418;8598475,52;2567;Escavado 
PLA187;A;209365,4886;8598471,027;2568;Escavado 
PLA188;A;209280,6352;8598450,429;2569;Não escavado - Superfície rochosa
PLA189;A;209342,2449;8598443,463;2570;Escavado 
PLA190;A;209257,3916;8598422,866;2571;Escavado 
PLA191;A;209297,1383;8598418,372;2572;Não escavado - Superfície rochosa
PLA192;A;209319,0012;8598415,9;2573;Não escavado - Superfície rochosa
PLA193;A;209358,748;8598411,406;2574;Não escavado - Superfície rochosa
TM2113;M;209281,824;8598285,744;2575;Escavado 
TM2114;M;209322,0489;8598259,918;2576;Escavado 
TM2115;M;209212,954;8598250,224;2577;Escavado 
TM2116;M;209363,0472;8598233,657;2578;Escavado 
TM2117;M;209255,1072;8598220,265;2579;Escavado 
TM2118;M;209297,2072;8598189,807;2580;Escavado 
ACB205;B;209226,9655;8597974,43;2581;Vistoriado 
ACB204;B;209204,7638;8597775,666;2582;Vistoriado 
TB2119;B;209249,4306;8597611,139;2583;Vistoriado 
TB2120;B;209177,6889;8597531,283;2584;Vistoriado 
ACM203;M;209158,5364;8597373,995;2585;Escavado 
TB2121;B;209208,8639;8597239,128;2586;Vistoriado 
TB2122;B;209136,869;8597161,314;2587;Vistoriado 
ACB202;B;209167,4751;8596892,142;2588;Vistoriado 
ACM201;M;209084,2144;8596721,481;2589;Escavado 
TB2123;B;209128,7689;8596552,09;2590;Vistoriado 
TB2124;B;209056,957;8596469,33;2591;Vistoriado 
ACM200;M;209091,6204;8596221,643;2592;Escavado 
